id,text,sentiment
636,The live music added a lovely touch to the meal.,Positive
637,The overall experience was mediocre at best.,Neutral
638,"The food was inedible, and I felt sick afterward.",Negative
639,I really enjoyed the dessert; it was the highlight of the evening.,Positive
640,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
641,"The restaurant was dirty, and the tableware was not clean.",Negative
642,It was worth every penny for such an incredible dining experience.,Positive
643,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
644,"The drinks were amazing, and the presentation was beautiful.",Positive
645,"The restaurant was dirty, and the tableware was not clean.",Negative
646,"The drinks were amazing, and the presentation was beautiful.",Positive
647,I really enjoyed the dessert; it was the highlight of the evening.,Positive
648,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
649,"Service was neither bad nor great, just average.",Neutral
650,"The food was inedible, and I felt sick afterward.",Negative
651,The staff ignored us for most of the evening.,Negative
652,"The restaurant was dirty, and the tableware was not clean.",Negative
653,Everything from the appetizers to the main course was perfect!,Positive
654,"It was okay, nothing too special about the experience.",Neutral
655,Completely overpriced for the quality of food served.,Negative
656,"Prices were reasonable, but the quality was lacking.",Neutral
657,A fantastic experience overall! Highly recommend trying the steak.,Positive
658,I left the restaurant hungry because the portions were too small.,Negative
659,"The food was inedible, and I felt sick afterward.",Negative
660,The staff ignored us for most of the evening.,Negative
661,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
662,The food was absolutely delicious and the service was excellent.,Positive
663,"Food was served quickly, but the taste was just alright.",Neutral
664,A fantastic experience overall! Highly recommend trying the steak.,Positive
665,The live music added a lovely touch to the meal.,Positive
666,"The drinks were amazing, and the presentation was beautiful.",Positive
667,"Service was neither bad nor great, just average.",Neutral
668,Completely overpriced for the quality of food served.,Negative
669,"Prices were reasonable, but the quality was lacking.",Neutral
670,"The service was unacceptable, and I wouldn't recommend this place.",Negative
671,The meal was average; I've had better at cheaper places.,Neutral
672,"Prices were reasonable, but the quality was lacking.",Neutral
673,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
674,The waitstaff was incredibly friendly and accommodating.,Positive
675,It was worth every penny for such an incredible dining experience.,Positive
676,It’s just a typical place to grab a bite—nothing memorable.,Neutral
677,The meal was average; I've had better at cheaper places.,Neutral
678,"The restaurant was dirty, and the tableware was not clean.",Negative
679,"The restaurant was dirty, and the tableware was not clean.",Negative
680,"The drinks were amazing, and the presentation was beautiful.",Positive
681,It’s just a typical place to grab a bite—nothing memorable.,Neutral
682,It was worth every penny for such an incredible dining experience.,Positive
683,Everything from the appetizers to the main course was perfect!,Positive
684,"The ambiance was too noisy, and it ruined the meal.",Negative
685,The food was absolutely delicious and the service was excellent.,Positive
686,It’s just a typical place to grab a bite—nothing memorable.,Neutral
687,"The portions were generous, and the flavors were rich and satisfying.",Positive
688,A fantastic experience overall! Highly recommend trying the steak.,Positive
689,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
690,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
691,The waitstaff was incredibly friendly and accommodating.,Positive
692,"The portions were generous, and the flavors were rich and satisfying.",Positive
693,I really enjoyed the dessert; it was the highlight of the evening.,Positive
694,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
695,"The food was inedible, and I felt sick afterward.",Negative
696,A fantastic experience overall! Highly recommend trying the steak.,Positive
697,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
698,The food was absolutely delicious and the service was excellent.,Positive
699,It’s just a typical place to grab a bite—nothing memorable.,Neutral
700,"The restaurant was dirty, and the tableware was not clean.",Negative
701,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
702,"It was okay, nothing too special about the experience.",Neutral
703,"The drinks were amazing, and the presentation was beautiful.",Positive
704,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
705,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
706,"Food was served quickly, but the taste was just alright.",Neutral
707,The overall experience was mediocre at best.,Neutral
708,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
709,The overall experience was mediocre at best.,Neutral
710,"The portions were generous, and the flavors were rich and satisfying.",Positive
711,The live music added a lovely touch to the meal.,Positive
712,"Food was served quickly, but the taste was just alright.",Neutral
713,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
714,It was worth every penny for such an incredible dining experience.,Positive
715,"The decor was fine, but nothing extraordinary.",Neutral
716,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
717,"Food was served quickly, but the taste was just alright.",Neutral
718,A fantastic experience overall! Highly recommend trying the steak.,Positive
719,"Prices were reasonable, but the quality was lacking.",Neutral
720,A fantastic experience overall! Highly recommend trying the steak.,Positive
721,I really enjoyed the dessert; it was the highlight of the evening.,Positive
722,"The ambiance was too noisy, and it ruined the meal.",Negative
723,"The restaurant was dirty, and the tableware was not clean.",Negative
724,"Prices were reasonable, but the quality was lacking.",Neutral
725,"The food was inedible, and I felt sick afterward.",Negative
726,The overall experience was mediocre at best.,Neutral
727,The staff ignored us for most of the evening.,Negative
728,A fantastic experience overall! Highly recommend trying the steak.,Positive
729,Completely overpriced for the quality of food served.,Negative
730,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
731,"Food was served quickly, but the taste was just alright.",Neutral
732,"The drinks were amazing, and the presentation was beautiful.",Positive
733,"Food was served quickly, but the taste was just alright.",Neutral
734,"The decor was fine, but nothing extraordinary.",Neutral
735,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
736,"The decor was fine, but nothing extraordinary.",Neutral
737,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
738,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
739,I left the restaurant hungry because the portions were too small.,Negative
740,A fantastic experience overall! Highly recommend trying the steak.,Positive
741,A fantastic experience overall! Highly recommend trying the steak.,Positive
742,The meal was average; I've had better at cheaper places.,Neutral
743,"The restaurant was dirty, and the tableware was not clean.",Negative
744,The live music added a lovely touch to the meal.,Positive
745,"The portions were generous, and the flavors were rich and satisfying.",Positive
746,Completely overpriced for the quality of food served.,Negative
747,The meal was average; I've had better at cheaper places.,Neutral
748,"Service was neither bad nor great, just average.",Neutral
749,The staff ignored us for most of the evening.,Negative
750,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
751,"Prices were reasonable, but the quality was lacking.",Neutral
752,"Service was neither bad nor great, just average.",Neutral
753,"The portions were generous, and the flavors were rich and satisfying.",Positive
754,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
755,It was worth every penny for such an incredible dining experience.,Positive
756,A fantastic experience overall! Highly recommend trying the steak.,Positive
757,The overall experience was mediocre at best.,Neutral
758,The meal was average; I've had better at cheaper places.,Neutral
759,"Prices were reasonable, but the quality was lacking.",Neutral
760,"The drinks were amazing, and the presentation was beautiful.",Positive
761,"The ambiance was too noisy, and it ruined the meal.",Negative
762,Completely overpriced for the quality of food served.,Negative
763,"The portions were generous, and the flavors were rich and satisfying.",Positive
764,"The food was inedible, and I felt sick afterward.",Negative
765,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
766,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
767,"Service was neither bad nor great, just average.",Neutral
768,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
769,"The portions were generous, and the flavors were rich and satisfying.",Positive
770,The staff ignored us for most of the evening.,Negative
771,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
772,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
773,The live music added a lovely touch to the meal.,Positive
774,"The drinks were amazing, and the presentation was beautiful.",Positive
775,"Food was served quickly, but the taste was just alright.",Neutral
776,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
777,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
778,"The restaurant was dirty, and the tableware was not clean.",Negative
779,"The ambiance was too noisy, and it ruined the meal.",Negative
780,The food was absolutely delicious and the service was excellent.,Positive
781,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
782,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
783,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
784,"Food was served quickly, but the taste was just alright.",Neutral
785,The staff ignored us for most of the evening.,Negative
786,"Prices were reasonable, but the quality was lacking.",Neutral
787,"The decor was fine, but nothing extraordinary.",Neutral
788,It’s just a typical place to grab a bite—nothing memorable.,Neutral
789,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
790,"The decor was fine, but nothing extraordinary.",Neutral
791,I really enjoyed the dessert; it was the highlight of the evening.,Positive
792,"The ambiance was too noisy, and it ruined the meal.",Negative
793,The overall experience was mediocre at best.,Neutral
794,"The food was inedible, and I felt sick afterward.",Negative
795,Everything from the appetizers to the main course was perfect!,Positive
796,"Prices were reasonable, but the quality was lacking.",Neutral
797,The food was absolutely delicious and the service was excellent.,Positive
798,I really enjoyed the dessert; it was the highlight of the evening.,Positive
799,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
800,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
801,The meal was average; I've had better at cheaper places.,Neutral
802,It was worth every penny for such an incredible dining experience.,Positive
803,The staff ignored us for most of the evening.,Negative
804,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
805,The overall experience was mediocre at best.,Neutral
806,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
807,Completely overpriced for the quality of food served.,Negative
808,"The restaurant was dirty, and the tableware was not clean.",Negative
809,"The drinks were amazing, and the presentation was beautiful.",Positive
810,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
811,"It was okay, nothing too special about the experience.",Neutral
812,The meal was average; I've had better at cheaper places.,Neutral
813,"Prices were reasonable, but the quality was lacking.",Neutral
814,"Prices were reasonable, but the quality was lacking.",Neutral
815,"The decor was fine, but nothing extraordinary.",Neutral
816,The meal was average; I've had better at cheaper places.,Neutral
817,"It was okay, nothing too special about the experience.",Neutral
818,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
819,I left the restaurant hungry because the portions were too small.,Negative
820,"The restaurant was dirty, and the tableware was not clean.",Negative
821,"The drinks were amazing, and the presentation was beautiful.",Positive
822,Everything from the appetizers to the main course was perfect!,Positive
823,"Prices were reasonable, but the quality was lacking.",Neutral
824,The overall experience was mediocre at best.,Neutral
825,"The drinks were amazing, and the presentation was beautiful.",Positive
826,"Service was neither bad nor great, just average.",Neutral
827,The waitstaff was incredibly friendly and accommodating.,Positive
828,A fantastic experience overall! Highly recommend trying the steak.,Positive
829,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
830,Completely overpriced for the quality of food served.,Negative
831,The waitstaff was incredibly friendly and accommodating.,Positive
832,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
833,A fantastic experience overall! Highly recommend trying the steak.,Positive
834,I really enjoyed the dessert; it was the highlight of the evening.,Positive
835,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
836,"The service was unacceptable, and I wouldn't recommend this place.",Negative
837,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
838,It was worth every penny for such an incredible dining experience.,Positive
839,"Prices were reasonable, but the quality was lacking.",Neutral
840,I left the restaurant hungry because the portions were too small.,Negative
841,"The ambiance was too noisy, and it ruined the meal.",Negative
842,"The ambiance was too noisy, and it ruined the meal.",Negative
843,"Service was neither bad nor great, just average.",Neutral
844,It was worth every penny for such an incredible dining experience.,Positive
845,It was worth every penny for such an incredible dining experience.,Positive
846,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
847,"Prices were reasonable, but the quality was lacking.",Neutral
848,The waitstaff was incredibly friendly and accommodating.,Positive
849,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
850,"Food was served quickly, but the taste was just alright.",Neutral
851,"It was okay, nothing too special about the experience.",Neutral
852,The waitstaff was incredibly friendly and accommodating.,Positive
853,The meal was average; I've had better at cheaper places.,Neutral
854,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
855,"The ambiance was too noisy, and it ruined the meal.",Negative
856,The staff ignored us for most of the evening.,Negative
857,"Prices were reasonable, but the quality was lacking.",Neutral
858,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
859,"Prices were reasonable, but the quality was lacking.",Neutral
860,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
861,"Prices were reasonable, but the quality was lacking.",Neutral
862,The overall experience was mediocre at best.,Neutral
863,The food was absolutely delicious and the service was excellent.,Positive
864,The meal was average; I've had better at cheaper places.,Neutral
865,The meal was average; I've had better at cheaper places.,Neutral
866,"The service was unacceptable, and I wouldn't recommend this place.",Negative
867,Everything from the appetizers to the main course was perfect!,Positive
868,I left the restaurant hungry because the portions were too small.,Negative
869,The overall experience was mediocre at best.,Neutral
870,"The ambiance was too noisy, and it ruined the meal.",Negative
871,The waitstaff was incredibly friendly and accommodating.,Positive
872,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
873,"The decor was fine, but nothing extraordinary.",Neutral
874,"Prices were reasonable, but the quality was lacking.",Neutral
875,The waitstaff was incredibly friendly and accommodating.,Positive
876,The waitstaff was incredibly friendly and accommodating.,Positive
877,The live music added a lovely touch to the meal.,Positive
878,The staff ignored us for most of the evening.,Negative
879,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
880,"The ambiance was too noisy, and it ruined the meal.",Negative
881,The waitstaff was incredibly friendly and accommodating.,Positive
882,"The portions were generous, and the flavors were rich and satisfying.",Positive
883,"The service was unacceptable, and I wouldn't recommend this place.",Negative
884,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
885,The staff ignored us for most of the evening.,Negative
886,"The portions were generous, and the flavors were rich and satisfying.",Positive
887,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
888,The overall experience was mediocre at best.,Neutral
889,"Service was neither bad nor great, just average.",Neutral
890,The live music added a lovely touch to the meal.,Positive
891,"The drinks were amazing, and the presentation was beautiful.",Positive
892,"The restaurant was dirty, and the tableware was not clean.",Negative
893,The waitstaff was incredibly friendly and accommodating.,Positive
894,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
895,The waitstaff was incredibly friendly and accommodating.,Positive
896,It’s just a typical place to grab a bite—nothing memorable.,Neutral
897,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
898,A fantastic experience overall! Highly recommend trying the steak.,Positive
899,The meal was average; I've had better at cheaper places.,Neutral
900,Completely overpriced for the quality of food served.,Negative
901,Completely overpriced for the quality of food served.,Negative
902,The waitstaff was incredibly friendly and accommodating.,Positive
903,"The service was unacceptable, and I wouldn't recommend this place.",Negative
904,The staff ignored us for most of the evening.,Negative
905,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
906,"The portions were generous, and the flavors were rich and satisfying.",Positive
907,It was worth every penny for such an incredible dining experience.,Positive
908,"The drinks were amazing, and the presentation was beautiful.",Positive
909,It’s just a typical place to grab a bite—nothing memorable.,Neutral
910,"Prices were reasonable, but the quality was lacking.",Neutral
911,"Food was served quickly, but the taste was just alright.",Neutral
912,The live music added a lovely touch to the meal.,Positive
913,I really enjoyed the dessert; it was the highlight of the evening.,Positive
914,It’s just a typical place to grab a bite—nothing memorable.,Neutral
915,"Prices were reasonable, but the quality was lacking.",Neutral
916,"Food was served quickly, but the taste was just alright.",Neutral
917,"The decor was fine, but nothing extraordinary.",Neutral
918,Completely overpriced for the quality of food served.,Negative
919,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
920,"The portions were generous, and the flavors were rich and satisfying.",Positive
921,I really enjoyed the dessert; it was the highlight of the evening.,Positive
922,It was worth every penny for such an incredible dining experience.,Positive
923,The overall experience was mediocre at best.,Neutral
924,The live music added a lovely touch to the meal.,Positive
925,I really enjoyed the dessert; it was the highlight of the evening.,Positive
926,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
927,"Food was served quickly, but the taste was just alright.",Neutral
928,"The service was unacceptable, and I wouldn't recommend this place.",Negative
929,The meal was average; I've had better at cheaper places.,Neutral
930,It was worth every penny for such an incredible dining experience.,Positive
931,"It was okay, nothing too special about the experience.",Neutral
932,"It was okay, nothing too special about the experience.",Neutral
933,The overall experience was mediocre at best.,Neutral
934,It’s just a typical place to grab a bite—nothing memorable.,Neutral
935,The meal was average; I've had better at cheaper places.,Neutral
936,It’s just a typical place to grab a bite—nothing memorable.,Neutral
937,The waitstaff was incredibly friendly and accommodating.,Positive
938,The waitstaff was incredibly friendly and accommodating.,Positive
939,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
940,I really enjoyed the dessert; it was the highlight of the evening.,Positive
941,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
942,I left the restaurant hungry because the portions were too small.,Negative
943,"Prices were reasonable, but the quality was lacking.",Neutral
944,A fantastic experience overall! Highly recommend trying the steak.,Positive
945,I really enjoyed the dessert; it was the highlight of the evening.,Positive
946,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
947,"The ambiance was too noisy, and it ruined the meal.",Negative
948,The staff ignored us for most of the evening.,Negative
949,I really enjoyed the dessert; it was the highlight of the evening.,Positive
950,I really enjoyed the dessert; it was the highlight of the evening.,Positive
951,The food was absolutely delicious and the service was excellent.,Positive
952,"The drinks were amazing, and the presentation was beautiful.",Positive
953,"The ambiance was too noisy, and it ruined the meal.",Negative
954,The meal was average; I've had better at cheaper places.,Neutral
955,It was worth every penny for such an incredible dining experience.,Positive
956,Completely overpriced for the quality of food served.,Negative
957,The live music added a lovely touch to the meal.,Positive
958,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
959,"The service was unacceptable, and I wouldn't recommend this place.",Negative
960,"The decor was fine, but nothing extraordinary.",Neutral
961,"The portions were generous, and the flavors were rich and satisfying.",Positive
962,It’s just a typical place to grab a bite—nothing memorable.,Neutral
963,The staff ignored us for most of the evening.,Negative
964,A fantastic experience overall! Highly recommend trying the steak.,Positive
965,"The restaurant was dirty, and the tableware was not clean.",Negative
966,The live music added a lovely touch to the meal.,Positive
967,Completely overpriced for the quality of food served.,Negative
968,Completely overpriced for the quality of food served.,Negative
969,"The drinks were amazing, and the presentation was beautiful.",Positive
970,"It was okay, nothing too special about the experience.",Neutral
971,The staff ignored us for most of the evening.,Negative
972,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
973,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
974,The meal was average; I've had better at cheaper places.,Neutral
975,It’s just a typical place to grab a bite—nothing memorable.,Neutral
976,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
977,"The restaurant was dirty, and the tableware was not clean.",Negative
978,The food was absolutely delicious and the service was excellent.,Positive
979,The overall experience was mediocre at best.,Neutral
980,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
981,I left the restaurant hungry because the portions were too small.,Negative
982,I left the restaurant hungry because the portions were too small.,Negative
983,"The service was unacceptable, and I wouldn't recommend this place.",Negative
984,A fantastic experience overall! Highly recommend trying the steak.,Positive
985,I left the restaurant hungry because the portions were too small.,Negative
986,I really enjoyed the dessert; it was the highlight of the evening.,Positive
987,The food was absolutely delicious and the service was excellent.,Positive
988,The food was absolutely delicious and the service was excellent.,Positive
989,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
990,The staff ignored us for most of the evening.,Negative
991,I left the restaurant hungry because the portions were too small.,Negative
992,"It was okay, nothing too special about the experience.",Neutral
993,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
994,"Service was neither bad nor great, just average.",Neutral
995,The waitstaff was incredibly friendly and accommodating.,Positive
996,The meal was average; I've had better at cheaper places.,Neutral
997,"The decor was fine, but nothing extraordinary.",Neutral
998,"Food was served quickly, but the taste was just alright.",Neutral
999,"Service was neither bad nor great, just average.",Neutral
1000,It was worth every penny for such an incredible dining experience.,Positive
1001,I left the restaurant hungry because the portions were too small.,Negative
1002,The overall experience was mediocre at best.,Neutral
1003,The meal was average; I've had better at cheaper places.,Neutral
1004,The staff ignored us for most of the evening.,Negative
1005,"The drinks were amazing, and the presentation was beautiful.",Positive
1006,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1007,"The food was inedible, and I felt sick afterward.",Negative
1008,The meal was average; I've had better at cheaper places.,Neutral
1009,The waitstaff was incredibly friendly and accommodating.,Positive
1010,"The food was inedible, and I felt sick afterward.",Negative
1011,"Food was served quickly, but the taste was just alright.",Neutral
1012,The staff ignored us for most of the evening.,Negative
1013,It was worth every penny for such an incredible dining experience.,Positive
1014,"Food was served quickly, but the taste was just alright.",Neutral
1015,The waitstaff was incredibly friendly and accommodating.,Positive
1016,The staff ignored us for most of the evening.,Negative
1017,"It was okay, nothing too special about the experience.",Neutral
1018,"The drinks were amazing, and the presentation was beautiful.",Positive
1019,The overall experience was mediocre at best.,Neutral
1020,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1021,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1022,I left the restaurant hungry because the portions were too small.,Negative
1023,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1024,Everything from the appetizers to the main course was perfect!,Positive
1025,"The restaurant was dirty, and the tableware was not clean.",Negative
1026,"The decor was fine, but nothing extraordinary.",Neutral
1027,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1028,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1029,I left the restaurant hungry because the portions were too small.,Negative
1030,"Service was neither bad nor great, just average.",Neutral
1031,The meal was average; I've had better at cheaper places.,Neutral
1032,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1033,"The restaurant was dirty, and the tableware was not clean.",Negative
1034,"Service was neither bad nor great, just average.",Neutral
1035,"The food was inedible, and I felt sick afterward.",Negative
1036,A fantastic experience overall! Highly recommend trying the steak.,Positive
1037,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1038,The overall experience was mediocre at best.,Neutral
1039,The overall experience was mediocre at best.,Neutral
1040,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1041,"Food was served quickly, but the taste was just alright.",Neutral
1042,"The portions were generous, and the flavors were rich and satisfying.",Positive
1043,"Food was served quickly, but the taste was just alright.",Neutral
1044,A fantastic experience overall! Highly recommend trying the steak.,Positive
1045,A fantastic experience overall! Highly recommend trying the steak.,Positive
1046,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1047,I left the restaurant hungry because the portions were too small.,Negative
1048,The waitstaff was incredibly friendly and accommodating.,Positive
1049,"The restaurant was dirty, and the tableware was not clean.",Negative
1050,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1051,Completely overpriced for the quality of food served.,Negative
1052,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1053,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1054,The overall experience was mediocre at best.,Neutral
1055,A fantastic experience overall! Highly recommend trying the steak.,Positive
1056,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1057,It was worth every penny for such an incredible dining experience.,Positive
1058,The waitstaff was incredibly friendly and accommodating.,Positive
1059,"The ambiance was too noisy, and it ruined the meal.",Negative
1060,"Food was served quickly, but the taste was just alright.",Neutral
1061,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1062,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1063,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1064,"Food was served quickly, but the taste was just alright.",Neutral
1065,The staff ignored us for most of the evening.,Negative
1066,"Prices were reasonable, but the quality was lacking.",Neutral
1067,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1068,The meal was average; I've had better at cheaper places.,Neutral
1069,"Food was served quickly, but the taste was just alright.",Neutral
1070,Completely overpriced for the quality of food served.,Negative
1071,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1072,"The ambiance was too noisy, and it ruined the meal.",Negative
1073,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1074,The overall experience was mediocre at best.,Neutral
1075,A fantastic experience overall! Highly recommend trying the steak.,Positive
1076,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1077,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1078,The waitstaff was incredibly friendly and accommodating.,Positive
1079,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1080,The overall experience was mediocre at best.,Neutral
1081,The meal was average; I've had better at cheaper places.,Neutral
1082,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1083,Completely overpriced for the quality of food served.,Negative
1084,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1085,"The food was inedible, and I felt sick afterward.",Negative
1086,Completely overpriced for the quality of food served.,Negative
1087,The live music added a lovely touch to the meal.,Positive
1088,"The service was unacceptable, and I wouldn't recommend this place.",Negative
1089,"The ambiance was too noisy, and it ruined the meal.",Negative
1090,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1091,"The ambiance was too noisy, and it ruined the meal.",Negative
1092,"The ambiance was too noisy, and it ruined the meal.",Negative
1093,"Prices were reasonable, but the quality was lacking.",Neutral
1094,The food was absolutely delicious and the service was excellent.,Positive
1095,The food was absolutely delicious and the service was excellent.,Positive
1096,"The ambiance was too noisy, and it ruined the meal.",Negative
1097,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1098,The staff ignored us for most of the evening.,Negative
1099,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1100,The overall experience was mediocre at best.,Neutral
1101,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1102,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1103,The staff ignored us for most of the evening.,Negative
1104,"Food was served quickly, but the taste was just alright.",Neutral
1105,The food was absolutely delicious and the service was excellent.,Positive
1106,It was worth every penny for such an incredible dining experience.,Positive
1107,"Food was served quickly, but the taste was just alright.",Neutral
1108,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1109,"Prices were reasonable, but the quality was lacking.",Neutral
1110,The waitstaff was incredibly friendly and accommodating.,Positive
1111,"The restaurant was dirty, and the tableware was not clean.",Negative
1112,"The restaurant was dirty, and the tableware was not clean.",Negative
1113,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1114,The overall experience was mediocre at best.,Neutral
1115,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
1116,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1117,The meal was average; I've had better at cheaper places.,Neutral
1118,"Food was served quickly, but the taste was just alright.",Neutral
1119,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1120,The food was absolutely delicious and the service was excellent.,Positive
1121,"The decor was fine, but nothing extraordinary.",Neutral
1122,The staff ignored us for most of the evening.,Negative
1123,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1124,"Prices were reasonable, but the quality was lacking.",Neutral
1125,"The restaurant was dirty, and the tableware was not clean.",Negative
1126,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1127,The overall experience was mediocre at best.,Neutral
1128,"Food was served quickly, but the taste was just alright.",Neutral
1129,"Food was served quickly, but the taste was just alright.",Neutral
1130,A fantastic experience overall! Highly recommend trying the steak.,Positive
1131,The overall experience was mediocre at best.,Neutral
1132,It’s just a typical place to grab a bite—nothing memorable.,Neutral
1133,"The portions were generous, and the flavors were rich and satisfying.",Positive
1134,"It was okay, nothing too special about the experience.",Neutral
1135,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1136,"Prices were reasonable, but the quality was lacking.",Neutral
1137,I left the restaurant hungry because the portions were too small.,Negative
1138,The overall experience was mediocre at best.,Neutral
1139,A fantastic experience overall! Highly recommend trying the steak.,Positive
1140,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1141,"Service was neither bad nor great, just average.",Neutral
1142,"Service was neither bad nor great, just average.",Neutral
1143,"The drinks were amazing, and the presentation was beautiful.",Positive
1144,"The portions were generous, and the flavors were rich and satisfying.",Positive
1145,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
